ID_OSM,Tên đường,Loại đường,Bề mặt,Số làn,Độ cao trung bình (m),Ghi chú độ cao,One way,Tốc độ tối đa
way/627192620,Hẻm 27/21 Đường số 9,residential,,,,2 samples,,
way/627192622,Hẻm 15/2 Đường Số 9,residential,,,,3 samples,,
way/627192623,Hẻm 15/16 Đường số 9,residential,,,,6 samples,,
way/627192624,Hẻm 5 Đường số 9,residential,concrete,,,4 samples,,
way/627192625,Hẻm 15/40 Đường số 9,residential,,,,3 samples,,
way/627192626,Hẻm 523/13 Lê Đức Thọ,residential,,,,2 samples,,
way/627192627,Hẻm 513 Lê Đức Thọ,residential,concrete,,,4 samples,,
way/627192628,Hẻm 523/27 Lê Đức Thọ,residential,,,,2 samples,,
way/627192630,Không tên,residential,,,,2 samples,,
way/627192631,Hẻm 467/70 Lê Đức Thọ,residential,asphalt,,,3 samples,,
way/627192632,Không tên,residential,,,,2 samples,,
way/627192633,Hẻm 467/76 Lê Đức Thọ,residential,concrete,,,4 samples,,
way/627192634,Không tên,residential,concrete,,,5 samples,,
way/627192635,Không tên,residential,,,,4 samples,,
way/627192636,Hẻm 463/32 Lê Đức Thọ,residential,concrete,,,3 samples,,
way/627192637,Không tên,residential,,,,3 samples,,
way/627192638,Hẻm 467/51 Lê Đức Thọ,residential,,,,3 samples,,
way/627192639,Hẻm 463/60 Lê Đức Thọ,residential,,,,4 samples,,
way/627192640,Hẻm 463/62 Lê Đức Thọ,residential,,,,4 samples,,
way/627192641,Hẻm 463 Lê Đức Thọ,residential,asphalt,2,,9 samples,,
way/627192642,Hẻm 463/81 Lê Đức Thọ,residential,,,,2 samples,,
way/627192643,Hẻm 463/45 Lê Đức Thọ,residential,,,,2 samples,,
way/627192644,Hẻm 463/45 Lê Đức Thọ,residential,,,,3 samples,,
way/627192645,Hẻm 463/31 Lê Đức Thọ,residential,,,,5 samples,,
way/627192647,Hẻm 463/9 Lê Đức Thọ,residential,,,,2 samples,,
way/627192653,Hẻm 350 Nguyễn Văn Lượng,residential,asphalt,,,8 samples,,
way/627192654,Không tên,residential,,,,2 samples,,
way/627192655,Không tên,residential,,,,3 samples,,
way/627192656,Không tên,residential,,,,2 samples,,
way/627192657,Hẻm 274/21 Nguyễn Văn Lượng,residential,,,,8 samples,,
way/627203534,Hẻm 276/116 Thống Nhất,residential,,,,3 samples,,
way/627203537,Hẻm 276/116/1 Thống Nhất,residential,,,,2 samples,,
way/627203544,Không tên,residential,,,,4 samples,,
way/627203546,Không tên,residential,,,,3 samples,,
way/627203578,Hẻm 276/31/141 Thống Nhất,residential,,,,2 samples,,
way/627203612,Hẻm 386 Nguyễn Văn Lượng,residential,asphalt,,,4 samples,,
way/627203614,Hẻm 374 Nguyễn Văn Lượng,residential,concrete,,,3 samples,,
way/629044527,Hẻm 537 Nguyễn Oanh,residential,asphalt,,,10 samples,,
way/629044531,Hẻm 223 Đường Số 8,residential,asphalt,,,9 samples,,
way/629044532,Hẻm 223/2 Đường số 5,residential,,,,3 samples,,
way/629044534,Hẻm 223 Đường Số 8,residential,,,,2 samples,,
way/629044535,Hẻm 175 Đường số 5,residential,,,,4 samples,,
way/629044536,Hẻm 153/38 Đường số 8,residential,,,,2 samples,,
way/629044537,Hẻm 153/33 Đường số 8,residential,,,,2 samples,,
way/629044538,Hẻm 153/27 Đường số 8,residential,,,,2 samples,,
way/629044539,Hẻm 153/13 Đường số 8,residential,,,,3 samples,,
way/629044540,Hẻm 135 Đường số 5,residential,,,,2 samples,,
way/629044541,Hẻm 409 Nguyễn Oanh,residential,asphalt,,,6 samples,,
way/629044542,Hẻm 67 Đường số 5,residential,,,,5 samples,,
way/629044543,Không tên,residential,,,,3 samples,,
way/629044544,Hẻm 39 Đường Số 5,residential,,,,5 samples,,
way/629044545,Không tên,residential,,,,3 samples,,
way/629044546,Hẻm 33 Đường số 5,residential,,,,10 samples,,
way/629044547,Hẻm 33/4 Đường số 5,residential,,,,2 samples,,
way/629044548,Hẻm 495 Nguyễn Oanh,residential,asphalt,,,11 samples,,
way/629044549,Hẻm 495/12 Nguyễn Oanh,residential,,,,2 samples,,
way/629044550,Hẻm 495/29 Nguyễn Oanh,residential,,,,8 samples,,
way/629044551,Hẻm 495/29/5 Nguyễn Oanh,residential,,,,2 samples,,
way/629044552,Hẻm 469 Nguyễn Oanh,residential,,,,12 samples,,
way/629044553,Hẻm 469 Nguyễn Oanh,residential,concrete,,,12 samples,,
way/629044555,Hẻm 411 Nguyễn Oanh,residential,concrete,,,6 samples,,
way/629044556,Hẻm 409/3 Nguyễn Oanh,residential,,,,3 samples,,
way/629044557,Hẻm 405 Nguyễn Oanh,residential,concrete,,,9 samples,,
way/629044562,Hẻm 98/4 Đường số 5,residential,,,,3 samples,,
way/629044564,Hẻm 80/9 Đường số 5,residential,,,,3 samples,,
way/629044565,Hẻm 80/11 Đường số 5,residential,,,,5 samples,,
way/629055793,Hẻm 371/1 Nguyễn Oanh,residential,,,,8 samples,,
way/629055794,Không tên,residential,,,,6 samples,,
way/629055795,Hẻm 309/10 Nguyễn Oanh,residential,,,,8 samples,,
way/629055796,Hẻm 309/11 Nguyễn Oanh,residential,,,,5 samples,,
way/629055797,Hẻm 458 Lê Đức Thọ,residential,asphalt,,,5 samples,,
way/629055798,Hẻm 472/1 Lê Đức Thọ,residential,,,,2 samples,,
way/629055799,Hẻm 472/63 Lê Đức Thọ,residential,,,,3 samples,,
way/629055806,Không tên,residential,,,,2 samples,,
way/629055811,Hẻm 514/3/23 Lê Đức Thọ,residential,,,,3 samples,,
way/629055812,Hẻm 514/25 Lê Đức Thọ,residential,,,,4 samples,,
way/629055813,Hẻm 530 Lê Đức Thọ,residential,asphalt,1,,6 samples,,
way/629055814,Hẻm 33 Đường số 5,residential,,,,8 samples,,
way/629055815,Hẻm 32/7 Lê Đức Thọ,residential,,,,3 samples,,
way/629055816,Hẻm 50 Lê Đức Thọ,residential,,,,5 samples,,
way/629055822,Không tên,residential,,,,3 samples,,
way/629055823,Hẻm 433/52 Lê Đức Thọ,residential,,,,3 samples,,
way/629055824,Hẻm 411/58/16 Lê Đức Thọ,residential,,,,4 samples,,
way/629055825,Hẻm 411/58/61 Lê Đức Thọ,residential,,,,2 samples,,
way/629055826,Hẻm 411/58/61 Lê Đức Thọ,residential,,,,4 samples,,
way/629055827,Hẻm 411/93/16 Lê Đức Thọ,residential,,,,3 samples,,
way/629055828,Hẻm 411/93/6 Lê Đức Thọ,residential,,,,2 samples,,
way/629055829,Hẻm 411/85 Lê Đức Thọ,residential,,,,3 samples,,
way/629055830,Hẻm 411/67/6 Lê Đức Thọ,residential,,,,4 samples,,
way/629055831,Hẻm 411/67/18 Lê Đức Thọ,residential,,,,4 samples,,
way/629055832,Hẻm 274 Nguyễn Văn Lượng,residential,asphalt,,,9 samples,,
way/629055833,Hẻm 274/79 Nguyễn Văn Lượng,residential,,,,2 samples,,
way/629055834,Hẻm 274/75 Nguyễn Văn Lượng,residential,,,,4 samples,,
way/629055835,Hẻm 274/61 Nguyễn Văn Lượng,residential,,,,2 samples,,
way/629055836,Hẻm 274/9 Nguyễn Văn Lượng,residential,,,,2 samples,,
way/629055839,Hẻm 411/67 Lê Đức Thọ,residential,,,,2 samples,,
way/629055840,Hẻm 411/67 Lê Đức Thọ,residential,,,,4 samples,,
way/629055841,Hẻm 411/67/35 Lê Đức Thọ,residential,,,,3 samples,,
way/629055842,Hẻm 226/43/18 Nguyễn Văn Lượng,residential,concrete,,,3 samples,,
way/629055843,Hẻm 226/43/2 Nguyễn Văn Lượng,residential,concrete,,,5 samples,,
way/629055844,Hẻm 226/65/9 Nguyễn Văn Lượng,residential,,,,4 samples,,
way/629055845,Hẻm 226/77 Nguyễn Văn Lượng,residential,,,,2 samples,,
way/629055846,Hẻm 226 Nguyễn Văn Lượng,residential,,,,5 samples,,
way/629055847,Hẻm 411/29/13 Lê Đức Thọ,residential,,,,3 samples,,
way/629055848,Hẻm 411/29/3 Lê Đức Thọ,residential,,,,4 samples,,
way/629055849,Hẻm 383/50 Lê Đức Thọ,residential,,,,6 samples,,
way/629055850,Hẻm 411/13 Lê Đức Thọ,residential,,,,4 samples,,
way/629055851,Hẻm 383/8 Lê Đức Thọ,residential,,,,4 samples,,
way/629055852,Hẻm 383/10 Lê Đức Thọ,residential,,,,2 samples,,
way/629055853,Hẻm 383/7 Lê Đức Thọ,residential,,,,4 samples,,
way/629055854,Hẻm 367 Lê Đức Thọ,residential,concrete,1,,3 samples,,
way/629055855,Hẻm 155 Lê Hoàng Phái,residential,concrete,,,3 samples,,
way/629055856,Hẻm 161 Lê Hoàng Phái,residential,concrete,,,2 samples,,
way/629055857,Hẻm 153 Lê Hoàng Phái,residential,concrete,,,4 samples,,
way/629055858,Hẻm 153 Lê Hoàng Phái,residential,,,,3 samples,,
way/629055859,Hẻm 79 Lê Hoàng Phái,residential,,,,3 samples,,
way/629055861,Hẻm 79/7 Lê Hoàng Phái,residential,,,,3 samples,,
way/629055862,Hẻm 125/1 Lê Hoàng Phái,residential,,,,2 samples,,
way/629228477,Hẻm 226/14 Nguyễn Văn Lượng,residential,,,,4 samples,,
way/629228478,Hẻm 226/17/40 Nguyễn Văn Lượng,residential,,,,6 samples,,
way/629228479,Hẻm 226/15 Nguyễn Văn Lượng,residential,asphalt,,,2 samples,,
way/629228480,Hẻm 226/9 Nguyễn Văn Lượng,residential,asphalt,,,9 samples,,
way/629228481,Hẻm 236 Nguyễn Văn Lượng,residential,concrete,,,9 samples,,
way/629228482,Hẻm 226/1 Nguyễn Văn Lượng,residential,concrete,,,5 samples,,
way/629228483,Hẻm 274/52 Nguyễn Văn Lượng,residential,,,,3 samples,,
way/629228484,Không tên,residential,,,,2 samples,,
way/629228485,Hẻm 274/43 Nguyễn Văn Lượng,residential,,,,4 samples,,
way/629228486,Hẻm 274/9 Nguyễn Văn Lượng,residential,,,,9 samples,,
way/629228487,Hẻm 274/15 Nguyễn Văn Lượng,residential,,,,5 samples,,
way/629228489,Hẻm 274/27 Nguyễn Văn Lượng,residential,,,,2 samples,,
way/629228490,Hẻm 274/27 Nguyễn Văn Lượng,residential,,,,3 samples,,
way/629228491,Hẻm 350/56 Nguyễn Văn Lượng,residential,,,,3 samples,,
way/629228496,Hẻm 226/16 Nguyễn Văn Lượng,residential,concrete,,,2 samples,,
way/629228497,Hẻm 79/35 Lê Hoàng Phái,residential,,,,7 samples,,
way/629228498,Hẻm 77 Lê Hoàng Phái,residential,asphalt,,,11 samples,,
way/629228499,Hẻm 77/5 Lê Hoàng Phái,residential,,,,2 samples,,
way/629228500,Hẻm 33/1 Lê Hoàng Phái,residential,,,,3 samples,,
way/629228501,Hẻm 21 Lê Hoàng Phái,residential,asphalt,,,5 samples,,
way/629228502,Hẻm 184/5 Nguyễn Văn Lượng,residential,,,,5 samples,,
way/629228503,Hẻm 184/1 Nguyễn Văn Lượng,residential,,,,12 samples,,
way/629228504,Hẻm 77/48 Lê Hoàng Phái,residential,,,,4 samples,,
way/629228506,Hẻm 332 Nguyễn Oanh,residential,concrete,,,5 samples,,
way/629228507,Hẻm 326 Nguyễn Oanh,residential,concrete,,,11 samples,,
way/629228508,Hẻm 326/3 Nguyễn Oanh,residential,,,,6 samples,,
way/629228509,Hẻm 306 Nguyễn Oanh,residential,asphalt,,,2 samples,,
way/629228510,Hẻm 162 Nguyễn Văn Lượng,residential,,,,3 samples,,
way/629228512,Hẻm 307 Lê Đức Thọ,residential,asphalt,,,4 samples,,
way/629228513,Hẻm 283/25 Lê Đức Thọ,residential,,,,3 samples,,
way/629228514,Hẻm 283/19 Lê Đức Thọ,residential,,,,2 samples,,
way/629228515,Hẻm 271 Lê Đức Thọ,residential,concrete,1,,3 samples,,
way/629228516,Hẻm 265 Lê Đức Thọ,residential,asphalt,1,,3 samples,,
way/629228518,Hẻm 265/2 Lê Đức Thọ,residential,,1,,2 samples,,
way/629228520,Hẻm 52 Nguyễn Văn Lượng,residential,asphalt,,,2 samples,,
way/629228521,Hẻm 116 Nguyễn Văn Lượng,residential,asphalt,,,6 samples,,
way/629228522,Không tên,residential,,,,2 samples,,
way/629228523,Không tên,residential,asphalt,1,,3 samples,,
way/629228524,Hẻm 254 Nguyễn Oanh,residential,concrete,,,3 samples,,
way/629228525,Hẻm 119/19 Nguyễn Văn Lượng,residential,,,,3 samples,,
way/629228533,Hẻm 124 An Nhơn,residential,asphalt,1,,2 samples,,
way/629228536,Hẻm 125/48 Lê Đức Thọ,residential,,,,3 samples,,
way/629228537,Hẻm 115 Lê Đức Thọ,residential,asphalt,2,,5 samples,,
way/629231778,Không tên,residential,asphalt,2,,3 samples,,
way/629231781,Hẻm 212 Nguyễn Oanh,residential,asphalt,,,7 samples,,
way/629231782,Hẻm 220 Nguyễn Oanh,residential,asphalt,,,4 samples,,
way/629231783,Hẻm 2 Lê Thị Hồng,residential,,,,2 samples,,
way/629231784,Hẻm 164 Nguyễn Oanh,residential,asphalt,,,3 samples,,
way/629916454,Hẻm 345 Lê Đức Thọ,residential,asphalt,,,4 samples,,
way/663067564,Cầu vượt Quang Trung 2,primary,asphalt,2,,2 samples,yes,
way/682715185,Nguyễn Oanh,primary,asphalt,2,,2 samples,yes,
way/683902013,Phạm Văn Chiêu,secondary,asphalt,2,,8 samples,,
way/683902014,Lê Đức Thọ,secondary,asphalt,2,,10 samples,,
way/688879176,Phan Văn Trị,secondary,asphalt,3,,2 samples,yes,
way/688879177,Phan Văn Trị,secondary,asphalt,2,,2 samples,yes,
way/688879179,Phan Văn Trị,secondary,asphalt,1,,4 samples,yes,
way/688879180,Phan Văn Trị,secondary,asphalt,1,,4 samples,yes,
way/690636425,Nguyễn Thái Sơn,secondary,asphalt,2,,15 samples,yes,
way/693365284,Lê Thị Hồng,residential,,,,8 samples,,
way/693371807,Hẻm 107/8 Quang Trung,residential,,,,5 samples,,
way/693371808,Hẻm 213/1 Quang Trung,residential,,,,3 samples,,
way/693371809,Hẻm 213/1 Quang Trung,residential,,,,4 samples,,
way/693371810,Hẻm 133/36 Quang Trung,residential,,,,2 samples,,
way/694005860,Trần Thị Nghỉ,residential,asphalt,2,,4 samples,,50
way/694029387,Hẻm 745 Quang Trung,residential,asphalt,,,11 samples,,
way/694206057,Hẻm 417 Quang Trung,residential,asphalt,,,6 samples,,
way/694639155,Phan Văn Trị,secondary,asphalt,2,,5 samples,yes,
way/694683689,Quang Trung,primary,asphalt,2,,2 samples,yes,
way/694947096,Hẻm 74 Đường số 9,residential,asphalt,,,7 samples,,
way/694947097,Hẻm 10,residential,asphalt,,,2 samples,,
way/694947098,An Nhơn,residential,asphalt,2,,3 samples,,
way/694950142,Hẻm 226 Nguyễn Văn Lượng,residential,asphalt,,,10 samples,,
way/694950143,Hẻm 616 Lê Đức Thọ,residential,,,,2 samples,,
way/694960713,Hẻm 2 Lê Đức Thọ,residential,asphalt,2,,4 samples,,
way/696370375,Đường Trần Thị Nghỉ,residential,,,,2 samples,,
way/696370376,Trần Thị Nghỉ,residential,asphalt,2,,8 samples,,50
way/699208699,Không tên,residential,asphalt,,,2 samples,,
way/702603058,Phan Văn Trị,secondary,asphalt,3,,2 samples,yes,
way/705711893,Lê Văn Thọ,secondary,asphalt,2,,2 samples,yes,
way/705711894,Lê Văn Thọ,secondary,asphalt,2,,2 samples,,
way/718997469,Nguyễn Văn Khối,tertiary,asphalt,1,,6 samples,yes,
way/718997470,Nguyễn Văn Khối,tertiary,asphalt,1,,8 samples,yes,
way/718997471,Không tên,secondary_link,asphalt,1,,5 samples,yes,
way/719035875,Hẻm 189 Lê Văn Thọ,residential,asphalt,,,2 samples,,
way/719040369,Hẻm 80 Đường số 3,residential,asphalt,,,5 samples,,
way/719051499,Không tên,residential,asphalt,,,2 samples,,
way/719051940,Không tên,residential,paving_stones,,,2 samples,,
way/719052928,Không tên,residential,concrete,,,2 samples,,
way/719052929,Không tên,residential,concrete,,,2 samples,,
way/719052930,Không tên,residential,asphalt,,,2 samples,,
way/719434148,Không tên,residential,asphalt,,,3 samples,,
way/719434149,Không tên,residential,asphalt,,,2 samples,,
way/719452823,Lê Đức Thọ,secondary,asphalt,2,,3 samples,,
way/719464405,Hẻm 4 Đường số 18,residential,concrete,1,,2 samples,,
way/719464411,Hẻm 16 Đường số 18,residential,,,,3 samples,,
way/719464413,Hẻm 38 Đường Số 18,residential,asphalt,,,2 samples,,
way/719467049,Đường số 4,residential,asphalt,,,10 samples,,40
way/719482702,Không tên,tertiary_link,asphalt,1,,4 samples,yes,
way/719482703,Hẻm 276 Thống Nhất,residential,asphalt,2,,3 samples,,
way/719482704,Không tên,tertiary_link,asphalt,1,,6 samples,yes,
way/719918984,Hẻm 77 Đường số 8,residential,concrete,,,2 samples,,
way/719963112,Không tên,residential,concrete,,,2 samples,,
way/719996601,Không tên,residential,concrete,,,3 samples,,
way/720034581,Hẻm 862 Lê Đức Thọ,residential,asphalt,1,,3 samples,,
way/720034582,Hẻm 884 Lê Đức Thọ,residential,asphalt,,,2 samples,,
way/720034583,Hẻm 884 Lê Đức Thọ,residential,asphalt,,,3 samples,,
way/720034584,Hẻm 948 Lê Đức Thọ,residential,,,,3 samples,,
way/720034585,Hẻm 948 Lê Đức Thọ,residential,concrete,1,,3 samples,,
way/720034595,Thống Nhất,secondary,asphalt,2,,8 samples,,
way/720276145,Không tên,residential,concrete,,,2 samples,,
way/720276146,Không tên,residential,concrete,,,2 samples,,
way/721662313,Thống Nhất,secondary,asphalt,2,,2 samples,,
way/721662314,Thống Nhất,secondary,asphalt,2,,11 samples,,
way/721682445,Không tên,residential,asphalt,,,2 samples,,
way/721690355,Nguyễn Oanh,primary,asphalt,2,,11 samples,yes,
way/721740699,Quang Trung,primary,asphalt,3,,3 samples,yes,
way/721740700,Quang Trung,primary,asphalt,3,,3 samples,yes,
way/721740701,Quang Trung,primary,asphalt,2,,3 samples,yes,
way/721740702,Quang Trung,primary,asphalt,2,,4 samples,yes,
way/721744350,Nguyễn Oanh,primary,asphalt,2,,5 samples,yes,
way/721744351,Nguyễn Kiệm,primary,asphalt,2,,9 samples,yes,
way/721744352,Phạm Ngũ Lão,primary,asphalt,2,,2 samples,yes,
way/721744353,Quang Trung,primary,asphalt,3,,4 samples,yes,
way/721744354,Nguyễn Oanh,primary,asphalt,2,,10 samples,yes,
way/721745734,Cầu vượt Ngã 6 Gò Vấp,primary,asphalt,2,,12 samples,yes,40
way/721752830,Phạm Ngũ Lão,primary,asphalt,2,,10 samples,yes,
way/721753387,Lê Đức Thọ,tertiary,asphalt,1,,3 samples,yes,
way/721753388,Lê Đức Thọ,tertiary,asphalt,1,,4 samples,yes,
way/721753391,Lê Đức Thọ,tertiary,asphalt,1,,5 samples,yes,
way/721753399,Phan Văn Trị,secondary,asphalt,2,,6 samples,yes,
way/721753400,Đường số 7,residential,asphalt,2,16.0,2 samples,,
way/721753410,Phan Văn Trị,secondary,asphalt,3,,3 samples,yes,
way/721949680,Không tên,residential,asphalt,,,2 samples,,
way/721952218,Phạm Ngũ Lão,primary,asphalt,2,,2 samples,yes,
way/721952219,Nguyễn Kiệm,primary,asphalt,3,,2 samples,yes,
way/721952220,Quang Trung,primary,asphalt,3,14.5,2 samples,yes,
way/721952221,Nguyễn Kiệm,primary,asphalt,3,14.0,6 samples,yes,
way/721952222,Nguyễn Kiệm,primary,asphalt,3,14.0,3 samples,yes,
way/721952223,Nguyễn Kiệm,primary,asphalt,2,15.12,8 samples,yes,
way/721973866,Đường số 3,residential,asphalt,2,14.33,9 samples,yes,
way/721973867,Đường số 3,residential,asphalt,2,14.33,9 samples,yes,
way/721978714,Đường số 4,residential,,,15.6,5 samples,,
way/721978715,Không tên,residential,asphalt,,15.0,2 samples,,
way/722007077,Không tên,residential,asphalt,,15.0,2 samples,,
way/722018995,Hẻm 125/48 Lê Đức Thọ,residential,,,18.0,2 samples,,
way/722018997,Hẻm 19 Đường Nguyễn Du,residential,asphalt,2,17.5,2 samples,,
way/722031827,Đường Nguyễn Oanh,primary,asphalt,2,19.0,2 samples,yes,
way/722036825,Nguyễn Oanh,primary,asphalt,3,7.67,6 samples,yes,
way/722036826,Nguyễn Oanh,primary,asphalt,2,3.5,6 samples,yes,
way/722043896,Nguyễn Oanh,primary,asphalt,2,19.0,4 samples,yes,
way/722043897,Nguyễn Oanh,primary,asphalt,2,18.17,6 samples,yes,
way/722045829,Nguyễn Oanh,primary,asphalt,2,7.75,8 samples,yes,
way/722045830,Nguyễn Oanh,primary,asphalt,2,12.6,5 samples,yes,
way/722045831,Nguyễn Oanh,primary,asphalt,2,12.5,4 samples,yes,
way/722047620,Đường Số 5,residential,asphalt,1,8.0,4 samples,yes,
way/722047621,Đường Số 8,residential,asphalt,2,8.67,6 samples,,
way/722047622,Đường Số 5,residential,asphalt,1,8.0,4 samples,yes,
way/722259549,Lê Đức Thọ,secondary,asphalt,2,13.0,4 samples,,
way/722259550,Lê Đức Thọ,secondary,asphalt,2,13.0,2 samples,,
way/722259551,Nguyễn Oanh,primary,asphalt,2,14.4,5 samples,yes,
way/722270971,Hẻm 614 Nguyễn Oanh,residential,asphalt,,6.67,3 samples,yes,
way/722320869,Đường Số 9,residential,asphalt,,15.0,11 samples,,
way/722320872,Lê Đức Thọ,secondary,asphalt,2,11.0,2 samples,,
way/722320873,Lê Đức Thọ,secondary,asphalt,2,11.33,9 samples,,
way/722503848,Đường số 9,residential,asphalt,,12.5,4 samples,,
way/722547025,Không tên,residential,concrete,,10.0,2 samples,,
way/722553048,Không tên,residential,concrete,,17.0,2 samples,,
way/722553049,Không tên,residential,concrete,,15.0,3 samples,,
way/722557859,Không tên,residential,concrete,,15.0,2 samples,,
way/722599428,Không tên,residential,concrete,,13.0,2 samples,,
way/722599717,Đường C6,residential,asphalt,,3.67,3 samples,,
way/722606260,Hẻm 616/61 Lê Đức Thọ,residential,asphalt,,7.0,2 samples,,
way/723162002,Không tên,residential,concrete,,11.0,2 samples,,
way/723175040,Không tên,residential,asphalt,,10.0,2 samples,,
way/723198779,Hẻm 467/126 Lê Đức Thọ,residential,asphalt,,15.0,2 samples,,
way/723212480,Không tên,residential,unpaved,,15.0,9 samples,,
way/723212481,Hẻm 467/125 Lê Đức Thọ,residential,asphalt,,15.0,3 samples,,
way/723237964,Hẻm 226/43 Nguyễn Văn Lượng,residential,asphalt,,15.0,6 samples,,40
way/723237965,Hẻm 39/48 Đường số 1,residential,asphalt,,15.0,2 samples,,
way/723237966,Không tên,residential,asphalt,,12.0,2 samples,,
way/723248239,Hẻm 496/91 Dương Quảng Hàm,residential,asphalt,,7.0,2 samples,,
way/723248315,Không tên,residential,concrete,,6.0,2 samples,,
way/723248902,Không tên,residential,concrete,,7.0,2 samples,,
way/723264204,Hẻm 49 Đường số 30,residential,concrete,,8.0,2 samples,,
way/723266303,Không tên,residential,asphalt,,9.5,2 samples,,
way/723575242,Hẻm 458 Đường Dương Quảng Hàm,residential,asphalt,,9.0,2 samples,,
way/723590032,Hẻm 189 đường số 20,residential,asphalt,,5.0,3 samples,,
way/723847058,Trần Bá Giao,tertiary,unpaved,,10.5,4 samples,,
way/723871436,Không tên,residential,asphalt,,15.4,5 samples,yes,
way/723872913,Không tên,residential,asphalt,,16.0,4 samples,yes,
way/723887810,Không tên,residential,asphalt,,14.0,3 samples,,
way/723890801,Phan Văn Trị,secondary,asphalt,2,16.0,6 samples,yes,
way/724058959,Đường Phan Văn Trị,secondary,asphalt,2,11.0,3 samples,yes,
way/724058960,Nguyễn Thái Sơn,secondary,asphalt,2,11.0,2 samples,yes,
way/724058961,Nguyễn Thái Sơn,secondary,asphalt,2,11.0,2 samples,yes,
way/724058962,Phan Văn Trị,secondary,asphalt,2,11.0,2 samples,yes,
way/724058963,Phan Văn Trị,secondary,asphalt,2,11.0,2 samples,yes,
way/724058964,Phan Văn Trị,secondary,asphalt,2,13.11,9 samples,yes,
way/724086013,Không tên,residential,asphalt,,12.33,3 samples,,
way/724152009,Thống Nhất,residential,asphalt,1,17.0,2 samples,yes,
way/724152954,Hẻm 440 Thống Nhất,residential,asphalt,,15.5,2 samples,,
way/724152955,Thống Nhất,secondary,asphalt,2,15.0,2 samples,,
way/724152956,Thống Nhất,secondary,asphalt,2,15.0,2 samples,,
way/724157957,Hẻm 220 Dương Quảng Hàm,residential,asphalt,,8.0,2 samples,,
way/724161504,Không tên,residential,concrete,,15.0,2 samples,,
way/724161505,Không tên,residential,concrete,,14.0,3 samples,,
way/724161506,Hẻm 113 Đường Số 8,residential,asphalt,,15.0,2 samples,,
way/724162121,Không tên,residential,asphalt,1,14.0,2 samples,,
way/724162122,Không tên,residential,asphalt,,13.67,3 samples,,
way/724162123,Không tên,residential,asphalt,,14.5,2 samples,,
way/724359177,Không tên,residential,concrete,,9.5,2 samples,,
way/724409877,Hẻm 60 Đường số 27,residential,concrete,,11.0,2 samples,,
way/724427021,Phan Văn Trị,secondary,asphalt,2,13.0,2 samples,yes,
way/724427022,Phan Văn Trị,secondary,asphalt,3,15.0,2 samples,yes,
way/737033174,Không tên,residential,,,3.18,11 samples,,
way/745534127,Đường Nguyễn Oanh,primary,asphalt,2,18.5,4 samples,yes,
way/745534128,Lê Hoàng Phái,tertiary,asphalt,2,19.0,3 samples,,
way/745534129,Lê Hoàng Phái,tertiary,asphalt,2,18.0,2 samples,,
way/745534130,Nguyễn Oanh,primary,asphalt,2,15.5,8 samples,yes,
way/746597160,Lê Đức Thọ,secondary,asphalt,2,10.33,6 samples,,
way/747470225,Hẻm 614 Nguyễn Oanh,residential,asphalt,,6.0,3 samples,,
way/747470226,Hẻm 614 Nguyễn Oanh,residential,asphalt,,6.0,2 samples,,
way/763519793,Quang Trung,primary,,2,15.0,2 samples,yes,
way/763519794,Không tên,primary_link,,,16.5,2 samples,yes,
way/792919600,Lê Đức Thọ,secondary,asphalt,2,6.0,2 samples,yes,
way/792919604,Lê Đức Thọ,secondary,asphalt,2,6.0,3 samples,yes,
way/792919606,Lê Đức Thọ,secondary,asphalt,2,4.89,9 samples,yes,
way/792919608,Lê Đức Thọ,secondary,asphalt,,6.0,2 samples,yes,
way/792919609,Lê Đức Thọ,secondary,asphalt,,6.0,2 samples,yes,
way/817129222,Quang Trung,primary,asphalt,2,16.0,8 samples,yes,
way/817513030,Phan Văn Trị,secondary,asphalt,3,14.0,2 samples,yes,
way/817513031,Phan Văn Trị,secondary,asphalt,2,14.0,2 samples,yes,
way/817894135,Quang Trung,primary,asphalt,2,14.08,13 samples,yes,
way/834337824,Không tên,residential,,,8.0,3 samples,,
way/834337825,Hẻm 146/2 Đường Số 30,residential,,,7.0,2 samples,,
way/834337826,Không tên,residential,,,8.0,2 samples,,
way/834337827,Không tên,residential,,,8.0,2 samples,,
way/836872062,Không tên,residential,,,16.0,2 samples,,
way/836878908,Không tên,residential,,,14.0,2 samples,,
way/836878909,Đường số 8,residential,asphalt,,14.83,12 samples,,
way/836878911,Không tên,residential,,,16.0,2 samples,,
way/836888027,Đường số 9,residential,,,13.5,2 samples,,
way/836888028,Đường số 1,residential,,,15.5,2 samples,,
way/836888029,Không tên,residential,,,15.56,9 samples,,
way/836935409,Không tên,residential,,,12.0,3 samples,,
way/856455257,Không tên,residential,,,14.0,11 samples,,
way/856455258,Không tên,residential,,,14.33,3 samples,,
way/856455260,Đường số 1,residential,,,15.8,5 samples,,
way/857978685,Hẻm 354 Phan Văn Trị,residential,,,9.77,13 samples,,
way/897955521,Hẻm 1122/8 Đường Quang Trung,residential,,,11.0,3 samples,,
way/898225986,Không tên,residential,,,2.67,3 samples,,
way/898226201,Không tên,residential,,,3.0,7 samples,,
way/898226496,Không tên,residential,,,3.86,7 samples,,
way/898228290,Không tên,residential,,,4.0,6 samples,,
way/898228951,Không tên,residential,,,6.5,4 samples,,
